OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0001415,14-Aug-18,28-Aug-18,50,Distributor,NZD,GUT930,5,1,11,3953,3241.46,43483
SO - 0001729,14-Aug-18,18-Aug-18,33,Wholesale,NZD,GUT930,8,7,5,850.9,485.013,4254.5
SO - 0002270,14-Aug-18,21-Aug-18,37,Wholesale,AUD,GUT930,100,1,6,2365.1,1442.711,14190.6
SO - 0002629,14-Aug-18,21-Aug-18,41,Wholesale,NZD,GUT930,88,7,9,1045.2,553.956,9406.8
SO - 0004800,14-Aug-18,22-Aug-18,42,Wholesale,AUD,GUT930,28,5,12,201,132.66,2412
SO - 0007997,14-Aug-18,18-Aug-18,42,Wholesale,EUR,GUT930,11,7,8,3993.2,2875.104,31945.6
SO - 000774,15-Aug-18,2-Sep-18,17,Wholesale,NZD,GUT930,92,1,12,2606.3,1563.78,31275.6
SO - 0001585,15-Aug-18,22-Aug-18,30,Wholesale,EUR,GUT930,26,2,8,1989.9,1432.728,15919.2
SO - 0003679,15-Aug-18,29-Aug-18,47,Wholesale,NZD,GUT930,88,1,6,6311.4,3218.814,37868.4
SO - 0005019,15-Aug-18,20-Aug-18,37,Distributor,GBP,GUT930,29,6,5,2398.6,1199.3,11993
SO - 0005300,15-Aug-18,27-Aug-18,34,Wholesale,NZD,GUT930,72,3,6,3879.3,1862.064,23275.8
SO - 0005474,15-Aug-18,25-Aug-18,17,Distributor,USD,GUT930,19,11,11,4020,3417,44220
SO - 0005578,15-Aug-18,31-Aug-18,25,Distributor,USD,GUT930,43,1,10,2613,1332.63,26130
SO - 0006463,15-Aug-18,19-Aug-18,31,Wholesale,NZD,GUT930,93,2,5,1118.9,492.316,5594.5
SO - 0008088,15-Aug-18,25-Aug-18,29,Distributor,AUD,GUT930,19,13,5,3202.6,1921.56,16013
SO - 0001637,16-Aug-18,3-Sep-18,11,Wholesale,USD,GUT930,79,13,12,5232.7,3610.563,62792.4
SO - 0005276,16-Aug-18,31-Aug-18,43,Distributor,NZD,GUT930,84,1,7,2358.4,1462.208,16508.8
SO - 0005364,16-Aug-18,1-Sep-18,1,Distributor,USD,GUT930,34,2,7,2726.9,2045.175,19088.3
SO - 0005884,16-Aug-18,20-Aug-18,22,Wholesale,NZD,GUT930,29,11,7,1735.3,1180.004,12147.1
SO - 0007530,16-Aug-18,27-Aug-18,29,Export,GBP,GUT930,77,9,7,6291.3,5158.866,44039.1
SO - 0001017,17-Aug-18,1-Sep-18,8,Wholesale,NZD,GUT930,28,11,12,3202.6,1601.3,38431.2
SO - 0004149,17-Aug-18,21-Aug-18,31,Distributor,AUD,GUT930,8,1,11,6036.7,4104.956,66403.7
SO - 0006242,17-Aug-18,29-Aug-18,18,Wholesale,NZD,GUT930,12,14,9,3912.8,2738.96,35215.2
SO - 0007475,17-Aug-18,27-Aug-18,28,Export,USD,GUT930,40,9,12,951.4,780.148,11416.8
SO - 0001699,18-Aug-18,24-Aug-18,5,Wholesale,NZD,GUT930,30,2,9,2465.6,1651.952,22190.4
SO - 0002900,18-Aug-18,26-Aug-18,16,Distributor,NZD,GUT930,58,11,10,904.5,696.465,9045
SO - 0003240,18-Aug-18,23-Aug-18,29,Distributor,GBP,GUT930,20,2,11,2941.3,1911.845,32354.3
SO - 0003550,18-Aug-18,28-Aug-18,1,Wholesale,NZD,GUT930,66,1,7,1025.1,635.562,7175.7
SO - 0004460,18-Aug-18,23-Aug-18,14,Wholesale,EUR,GUT930,21,11,12,5688.3,4152.459,68259.6
SO - 0006543,18-Aug-18,26-Aug-18,44,Distributor,NZD,GUT930,96,7,8,757.1,499.686,6056.8
SO - 0006712,18-Aug-18,24-Aug-18,39,Distributor,USD,GUT930,99,6,11,864.3,388.935,9507.3
SO - 0007257,18-Aug-18,2-Sep-18,38,Distributor,NZD,GUT930,77,11,12,1842.5,1510.85,22110
SO - 0007420,18-Aug-18,24-Aug-18,44,Export,NZD,GUT930,74,2,6,207.7,153.698,1246.2
SO - 000706,19-Aug-18,22-Aug-18,7,Wholesale,NZD,GUT930,10,1,8,931.3,772.979,7450.4
SO - 0003113,19-Aug-18,4-Sep-18,5,Wholesale,EUR,GUT930,64,7,8,1802.3,1297.656,14418.4
SO - 0003384,19-Aug-18,26-Aug-18,25,Distributor,USD,GUT930,81,1,10,5313.1,3772.301,53131
SO - 0003817,19-Aug-18,31-Aug-18,34,Wholesale,EUR,GUT930,91,11,11,261.3,109.746,2874.3
SO - 0007509,19-Aug-18,4-Sep-18,8,Distributor,NZD,GUT930,100,13,6,3557.7,1814.427,21346.2
SO - 0007694,19-Aug-18,2-Sep-18,14,Distributor,USD,GUT930,2,2,5,1105.5,884.4,5527.5
SO - 000762,20-Aug-18,27-Aug-18,18,Wholesale,AUD,GUT930,73,14,7,2552.7,1429.512,17868.9
SO - 0001182,20-Aug-18,27-Aug-18,35,Wholesale,EUR,GUT930,19,2,10,1922.9,999.908,19229
SO - 0001816,20-Aug-18,26-Aug-18,32,Export,NZD,GUT930,29,2,12,1842.5,737,22110
SO - 0004853,20-Aug-18,23-Aug-18,35,Wholesale,EUR,GUT930,99,7,12,2425.4,1697.78,29104.8
SO - 0005584,20-Aug-18,25-Aug-18,16,Wholesale,NZD,GUT930,53,9,5,187.6,138.824,938
SO - 0006666,20-Aug-18,28-Aug-18,15,Wholesale,AUD,GUT930,88,1,8,3886,2215.02,31088
SO - 0006988,20-Aug-18,25-Aug-18,14,Wholesale,AUD,GUT930,13,11,7,944.7,462.903,6612.9
SO - 0007291,20-Aug-18,4-Sep-18,16,Wholesale,EUR,GUT930,90,1,5,214.4,177.952,1072
SO - 0007661,20-Aug-18,5-Sep-18,21,Export,NZD,GUT930,73,9,5,5031.7,4226.628,25158.5
SO - 000537,21-Aug-18,2-Sep-18,46,Distributor,NZD,GUT930,77,11,8,2492.4,1320.972,19939.2
SO - 0003768,21-Aug-18,6-Sep-18,8,Export,NZD,GUT930,26,5,12,1018.4,672.144,12220.8
SO - 0005426,21-Aug-18,1-Sep-18,50,Wholesale,USD,GUT930,36,5,10,2499.1,1949.298,24991
SO - 0006672,21-Aug-18,31-Aug-18,19,Wholesale,NZD,GUT930,5,7,5,3939.6,2403.156,19698
SO - 0007553,21-Aug-18,26-Aug-18,48,Export,NZD,GUT930,99,7,9,1038.5,695.795,9346.5
SO - 0003098,22-Aug-18,2-Sep-18,17,Wholesale,NZD,GUT930,32,5,11,207.7,95.542,2284.7
SO - 0003668,22-Aug-18,2-Sep-18,20,Wholesale,NZD,GUT930,26,11,5,2519.2,1864.208,12596
SO - 0003801,22-Aug-18,1-Sep-18,50,Export,GBP,GUT930,37,1,7,1092.1,862.759,7644.7
SO - 0003814,22-Aug-18,28-Aug-18,10,Distributor,AUD,GUT930,20,1,6,3959.7,3207.357,23758.2
SO - 0007101,22-Aug-18,9-Sep-18,7,Export,NZD,GUT930,43,11,12,167.5,93.8,2010
SO - 0007781,22-Aug-18,29-Aug-18,27,Export,USD,GUT930,4,11,10,1936.3,1064.965,19363
SO - 000389,23-Aug-18,10-Sep-18,20,Export,NZD,GUT930,96,11,9,167.5,112.225,1507.5
SO - 0002039,23-Aug-18,8-Sep-18,38,Wholesale,USD,GUT930,92,12,12,3999.9,2239.944,47998.8
SO - 0003820,23-Aug-18,9-Sep-18,12,Wholesale,NZD,GUT930,4,5,6,3946.3,3196.503,23677.8
SO - 0004450,23-Aug-18,8-Sep-18,36,Wholesale,GBP,GUT930,18,12,10,1025.1,666.315,10251
SO - 0007724,23-Aug-18,28-Aug-18,27,Wholesale,USD,GUT930,90,1,11,261.3,138.489,2874.3
SO - 000623,24-Aug-18,27-Aug-18,21,Distributor,NZD,GUT930,23,9,8,3926.2,1845.314,31409.6
SO - 0003231,24-Aug-18,2-Sep-18,27,Distributor,AUD,GUT930,97,7,6,2800.6,1260.27,16803.6
SO - 0005643,24-Aug-18,31-Aug-18,32,Distributor,NZD,GUT930,2,7,6,167.5,87.1,1005
SO - 000568,25-Aug-18,6-Sep-18,15,Wholesale,EUR,GUT930,78,5,8,1896.1,948.05,15168.8
SO - 0002509,25-Aug-18,4-Sep-18,41,Distributor,EUR,GUT930,65,8,10,214.4,105.056,2144
SO - 0003041,25-Aug-18,1-Sep-18,31,Wholesale,USD,GUT930,77,3,11,3383.5,2131.605,37218.5
SO - 0005577,25-Aug-18,1-Sep-18,48,Wholesale,NZD,GUT930,71,1,10,2351.7,1293.435,23517
SO - 0007451,25-Aug-18,30-Aug-18,32,Export,NZD,GUT930,69,2,11,944.7,472.35,10391.7
SO - 0003439,26-Aug-18,30-Aug-18,26,Export,NZD,GUT930,24,1,10,1018.4,835.088,10184
SO - 0004119,26-Aug-18,8-Sep-18,39,Distributor,NZD,GUT930,29,9,8,3966.4,3173.12,31731.2
SO - 0004146,26-Aug-18,11-Sep-18,25,Export,USD,GUT930,52,5,11,3725.2,2458.632,40977.2
SO - 0004150,26-Aug-18,9-Sep-18,22,Export,USD,GUT930,39,11,11,3872.6,2826.998,42598.6
SO - 0006768,26-Aug-18,30-Aug-18,44,Wholesale,NZD,GUT930,3,2,8,5500.7,2420.308,44005.6
SO - 0006865,26-Aug-18,13-Sep-18,22,Wholesale,EUR,GUT930,51,5,10,2438.8,1365.728,24388
SO - 000181,27-Aug-18,31-Aug-18,10,Distributor,AUD,GUT930,33,5,6,1333.3,866.645,7999.8
SO - 000346,27-Aug-18,30-Aug-18,36,Wholesale,EUR,GUT930,77,11,5,3899.4,1871.712,19497
SO - 0002289,27-Aug-18,9-Sep-18,35,Wholesale,GBP,GUT930,65,5,8,2432.1,1799.754,19456.8
SO - 0003107,27-Aug-18,1-Sep-18,43,Wholesale,AUD,GUT930,60,7,5,1688.4,861.084,8442
SO - 0003648,27-Aug-18,5-Sep-18,8,Distributor,EUR,GUT930,43,8,11,1125.6,450.24,12381.6
SO - 0004690,27-Aug-18,14-Sep-18,41,Distributor,USD,GUT930,57,7,9,1011.7,526.084,9105.3
SO - 0005250,27-Aug-18,1-Sep-18,28,Wholesale,NZD,GUT930,22,9,7,2211,1392.93,15477
SO - 0005773,27-Aug-18,4-Sep-18,33,Wholesale,NZD,GUT930,28,1,12,3939.6,2481.948,47275.2
SO - 0003183,28-Aug-18,2-Sep-18,17,Wholesale,USD,GUT930,50,11,9,1011.7,485.616,9105.3
SO - 0003234,28-Aug-18,5-Sep-18,39,Distributor,NZD,GUT930,30,4,7,1092.1,829.996,7644.7
SO - 0003785,28-Aug-18,6-Sep-18,20,Distributor,USD,GUT930,48,2,12,1815.7,1143.891,21788.4
SO - 0005801,28-Aug-18,12-Sep-18,12,Wholesale,GBP,GUT930,37,5,12,3966.4,2498.832,47596.8
SO - 0006541,28-Aug-18,5-Sep-18,18,Wholesale,USD,GUT930,88,5,8,1078.7,658.007,8629.6
SO - 0007264,28-Aug-18,9-Sep-18,50,Wholesale,USD,GUT930,49,5,10,268,211.72,2680
SO - 0007442,28-Aug-18,12-Sep-18,25,Distributor,NZD,GUT930,20,5,5,864.3,363.006,4321.5
SO - 0008055,28-Aug-18,9-Sep-18,14,Wholesale,USD,GUT930,62,5,12,5554.3,3499.209,66651.6
SO - 0002020,29-Aug-18,15-Sep-18,18,Wholesale,NZD,GUT930,11,13,11,2572.8,1852.416,28300.8
SO - 0002982,29-Aug-18,5-Sep-18,49,Wholesale,GBP,GUT930,9,10,11,1085.4,575.262,11939.4
SO - 0004389,29-Aug-18,7-Sep-18,23,Wholesale,USD,GUT930,81,14,7,1005,402,7035
SO - 0006333,29-Aug-18,6-Sep-18,3,Distributor,USD,GUT930,82,2,11,207.7,103.85,2284.7
SO - 0006668,29-Aug-18,6-Sep-18,47,Distributor,NZD,GUT930,67,2,6,207.7,87.234,1246.2
SO - 0006765,29-Aug-18,13-Sep-18,6,Wholesale,NZD,GUT930,21,12,6,5085.3,3000.327,30511.8
SO - 0007448,29-Aug-18,11-Sep-18,48,Export,NZD,GUT930,29,7,8,2358.4,1815.968,18867.2
SO - 0007580,29-Aug-18,7-Sep-18,24,Wholesale,AUD,GUT930,8,5,5,3450.5,2346.34,17252.5
SO - 0008026,29-Aug-18,2-Sep-18,2,Export,EUR,GUT930,1,2,5,2659.9,1808.732,13299.5
SO - 000539,30-Aug-18,8-Sep-18,34,Distributor,NZD,GUT930,6,7,6,951.4,380.56,5708.4
SO - 0002974,30-Aug-18,14-Sep-18,14,Wholesale,EUR,GUT930,32,10,8,1695.1,1186.57,13560.8
SO - 0003406,30-Aug-18,9-Sep-18,24,Wholesale,USD,GUT930,45,11,7,6137.2,4296.04,42960.4
SO - 0004856,30-Aug-18,10-Sep-18,9,Wholesale,EUR,GUT930,81,2,7,2974.8,1487.4,20823.6
SO - 0005475,30-Aug-18,10-Sep-18,46,Wholesale,USD,GUT930,18,2,8,2365.1,1419.06,18920.8
SO - 0005767,30-Aug-18,10-Sep-18,27,Wholesale,NZD,GUT930,65,2,9,2901.1,2146.814,26109.9
SO - 0006026,30-Aug-18,7-Sep-18,45,Distributor,AUD,GUT930,72,5,5,3973.1,1907.088,19865.5
SO - 0006187,30-Aug-18,5-Sep-18,42,Wholesale,NZD,GUT930,51,2,11,3939.6,2206.176,43335.6
SO - 000665,31-Aug-18,12-Sep-18,33,Export,EUR,GUT930,83,7,12,864.3,501.294,10371.6
SO - 0001097,31-Aug-18,3-Sep-18,34,Wholesale,USD,GUT930,75,2,6,2659.9,1915.128,15959.4
SO - 0001811,31-Aug-18,11-Sep-18,24,Wholesale,AUD,GUT930,51,2,9,1112.2,611.71,10009.8
SO - 0001982,31-Aug-18,18-Sep-18,22,Distributor,AUD,GUT930,4,2,6,1976.5,968.485,11859
SO - 0002387,31-Aug-18,15-Sep-18,44,Wholesale,NZD,GUT930,75,13,5,6385.1,3767.209,31925.5
SO - 0003147,31-Aug-18,17-Sep-18,50,Distributor,AUD,GUT930,73,1,12,241.2,108.54,2894.4
SO - 0003345,31-Aug-18,10-Sep-18,8,Wholesale,EUR,GUT930,62,2,11,911.2,628.728,10023.2
SO - 0003479,31-Aug-18,9-Sep-18,25,Distributor,GBP,GUT930,87,2,11,1882.7,1186.101,20709.7
SO - 0003513,31-Aug-18,6-Sep-18,33,Wholesale,NZD,GUT930,9,12,10,1045.2,648.024,10452
SO - 0004573,31-Aug-18,4-Sep-18,30,Distributor,AUD,GUT930,43,13,6,2391.9,1889.601,14351.4
SO - 0006496,31-Aug-18,15-Sep-18,40,Export,NZD,GUT930,54,2,12,194.3,130.181,2331.6
SO - 0007944,31-Aug-18,5-Sep-18,12,Distributor,EUR,GUT930,26,9,5,3819,1565.79,19095
SO - 000776,1-Sep-18,7-Sep-18,19,Distributor,AUD,GUT930,64,11,7,1909.5,1069.32,13366.5
SO - 0002626,1-Sep-18,6-Sep-18,42,Wholesale,AUD,GUT930,85,13,7,261.3,216.879,1829.1
SO - 0002863,1-Sep-18,6-Sep-18,50,Distributor,NZD,GUT930,37,13,7,6097,4877.6,42679
SO - 0003279,1-Sep-18,8-Sep-18,13,Distributor,USD,GUT930,79,12,11,5433.7,3097.209,59770.7
SO - 0004095,1-Sep-18,15-Sep-18,49,Wholesale,AUD,GUT930,23,1,7,4013.3,3210.64,28093.1
SO - 0004474,1-Sep-18,10-Sep-18,32,Wholesale,USD,GUT930,76,13,11,1125.6,742.896,12381.6
SO - 0006189,1-Sep-18,14-Sep-18,47,Distributor,USD,GUT930,83,6,6,837.5,661.625,5025
SO - 0001371,2-Sep-18,17-Sep-18,36,Wholesale,NZD,GUT930,11,11,7,1835.8,1468.64,12850.6
SO - 0001703,2-Sep-18,9-Sep-18,18,Wholesale,USD,GUT930,49,5,7,5514.1,4356.139,38598.7
SO - 0003028,2-Sep-18,14-Sep-18,13,Distributor,USD,GUT930,62,13,11,1755.4,1176.118,19309.4
SO - 0004171,2-Sep-18,20-Sep-18,17,Wholesale,NZD,GUT930,60,8,5,1078.7,841.386,5393.5
SO - 0006166,2-Sep-18,19-Sep-18,24,Wholesale,EUR,GUT930,95,6,9,6458.8,5489.98,58129.2
SO - 0006226,2-Sep-18,9-Sep-18,39,Wholesale,USD,GUT930,75,6,9,1125.6,810.432,10130.4
SO - 0006465,2-Sep-18,13-Sep-18,19,Export,NZD,GUT930,72,2,8,3999.9,2159.946,31999.2
SO - 0006555,2-Sep-18,5-Sep-18,50,Distributor,NZD,GUT930,92,9,11,3939.6,3269.868,43335.6
SO - 0007916,2-Sep-18,11-Sep-18,22,Wholesale,USD,GUT930,41,11,5,180.9,110.349,904.5
SO - 0001631,3-Sep-18,16-Sep-18,4,Wholesale,USD,GUT930,30,6,8,3919.5,2900.43,31356
SO - 0003511,3-Sep-18,8-Sep-18,21,Wholesale,NZD,GUT930,52,9,8,683.4,369.036,5467.2
SO - 0003990,3-Sep-18,13-Sep-18,34,Distributor,GBP,GUT930,42,7,10,1112.2,589.466,11122
SO - 0004173,3-Sep-18,12-Sep-18,44,Distributor,NZD,GUT930,46,1,10,247.9,203.278,2479
SO - 0007685,3-Sep-18,21-Sep-18,40,Distributor,USD,GUT930,79,4,8,1078.7,798.238,8629.6
SO - 0008023,3-Sep-18,10-Sep-18,20,Distributor,GBP,GUT930,36,8,8,2921.2,1606.66,23369.6
SO - 0001504,4-Sep-18,14-Sep-18,25,Wholesale,GBP,GUT930,15,11,11,2519.2,1184.024,27711.2
SO - 0002485,4-Sep-18,14-Sep-18,21,Distributor,NZD,GUT930,70,2,9,2914.5,2389.89,26230.5
SO - 0002836,4-Sep-18,21-Sep-18,30,Distributor,EUR,GUT930,98,1,6,6472.2,3236.1,38833.2
SO - 0004184,4-Sep-18,9-Sep-18,36,Wholesale,NZD,GUT930,32,11,5,1969.8,827.316,9849
SO - 0004656,4-Sep-18,11-Sep-18,7,Wholesale,NZD,GUT930,98,7,6,3919.5,2430.09,23517
SO - 0005264,4-Sep-18,17-Sep-18,23,Distributor,NZD,GUT930,39,11,6,824.1,354.363,4944.6
SO - 0007265,4-Sep-18,10-Sep-18,44,Export,EUR,GUT930,65,11,8,837.5,452.25,6700
SO - 0007697,4-Sep-18,17-Sep-18,36,Wholesale,USD,GUT930,34,1,12,3470.6,2221.184,41647.2
SO - 0002335,5-Sep-18,16-Sep-18,50,Wholesale,NZD,GUT930,11,7,5,676.7,311.282,3383.5
SO - 0003540,5-Sep-18,19-Sep-18,49,Export,USD,GUT930,71,7,5,1078.7,528.563,5393.5
SO - 0004133,5-Sep-18,19-Sep-18,19,Distributor,NZD,GUT930,83,1,5,1728.6,1123.59,8643
SO - 0004391,5-Sep-18,22-Sep-18,29,Distributor,NZD,GUT930,64,13,7,3484,1637.48,24388
SO - 0004928,5-Sep-18,21-Sep-18,4,Wholesale,NZD,GUT930,94,1,12,2532.6,1063.692,30391.2
SO - 0005822,5-Sep-18,11-Sep-18,30,Wholesale,NZD,GUT930,27,1,9,1045.2,888.42,9406.8
SO - 0007056,5-Sep-18,19-Sep-18,5,Wholesale,EUR,GUT930,24,11,9,1762.1,1145.365,15858.9
SO - 000857,6-Sep-18,19-Sep-18,36,Wholesale,NZD,GUT930,35,7,8,3979.8,3223.638,31838.4
SO - 0003139,6-Sep-18,13-Sep-18,10,Distributor,AUD,GUT930,14,2,10,3591.2,2729.312,35912
SO - 0003916,6-Sep-18,24-Sep-18,17,Wholesale,NZD,GUT930,88,5,8,2432.1,1897.038,19456.8
SO - 0006879,6-Sep-18,14-Sep-18,33,Wholesale,USD,GUT930,3,13,6,797.3,422.569,4783.8
SO - 0007025,6-Sep-18,19-Sep-18,18,Export,USD,GUT930,42,11,9,2485.7,1043.994,22371.3
SO - 0001365,7-Sep-18,22-Sep-18,28,Wholesale,AUD,GUT930,97,2,8,978.2,665.176,7825.6
SO - 0003016,7-Sep-18,14-Sep-18,2,Distributor,NZD,GUT930,57,7,11,3993.2,2954.968,43925.2
SO - 0003682,7-Sep-18,19-Sep-18,42,Wholesale,GBP,GUT930,65,1,10,951.4,627.924,9514
SO - 0006362,7-Sep-18,11-Sep-18,50,Distributor,USD,GUT930,70,7,6,5386.8,3070.476,32320.8
SO - 0006785,7-Sep-18,25-Sep-18,7,Wholesale,NZD,GUT930,87,7,10,1273,801.99,12730
SO - 0006802,7-Sep-18,22-Sep-18,19,Wholesale,USD,GUT930,85,7,10,1226.1,895.053,12261
SO - 0001670,8-Sep-18,21-Sep-18,21,Distributor,USD,GUT930,16,2,6,2405.3,1828.028,14431.8
SO - 0002965,8-Sep-18,11-Sep-18,17,Wholesale,EUR,GUT930,42,13,6,167.5,110.55,1005
SO - 0005990,8-Sep-18,19-Sep-18,31,Wholesale,USD,GUT930,27,11,9,227.8,150.348,2050.2
SO - 0006798,8-Sep-18,13-Sep-18,36,Wholesale,AUD,GUT930,23,4,7,1018.4,855.456,7128.8
SO - 0006908,8-Sep-18,15-Sep-18,46,Distributor,USD,GUT930,58,7,6,2485.7,1715.133,14914.2
SO - 0006975,8-Sep-18,16-Sep-18,29,Wholesale,GBP,GUT930,76,2,12,683.4,492.048,8200.8
SO - 0007132,8-Sep-18,13-Sep-18,44,Distributor,NZD,GUT930,68,7,9,3979.8,1830.708,35818.2
SO - 000547,9-Sep-18,24-Sep-18,30,Wholesale,USD,GUT930,97,7,11,1051.9,736.33,11570.9
SO - 000674,9-Sep-18,26-Sep-18,34,Wholesale,EUR,GUT930,68,7,6,3886,2176.16,23316
SO - 0001083,9-Sep-18,19-Sep-18,5,Export,NZD,GUT930,76,13,6,1842.5,976.525,11055
SO - 0001198,9-Sep-18,18-Sep-18,32,Wholesale,AUD,GUT930,3,1,6,3993.2,3314.356,23959.2
SO - 0002036,9-Sep-18,12-Sep-18,14,Wholesale,AUD,GUT930,12,12,9,1983.2,1170.088,17848.8
SO - 0004515,9-Sep-18,16-Sep-18,20,Export,USD,GUT930,88,7,11,201,88.44,2211
SO - 0004680,9-Sep-18,26-Sep-18,3,Wholesale,NZD,GUT930,48,5,11,1125.6,607.824,12381.6
SO - 0005180,9-Sep-18,21-Sep-18,34,Distributor,EUR,GUT930,22,2,9,2693.4,2289.39,24240.6
SO - 0005526,9-Sep-18,23-Sep-18,8,Export,NZD,GUT930,77,13,11,1051.9,631.14,11570.9
SO - 0008056,9-Sep-18,21-Sep-18,15,Wholesale,GBP,GUT930,46,11,12,1909.5,916.56,22914
SO - 000543,10-Sep-18,24-Sep-18,1,Wholesale,NZD,GUT930,35,11,6,1145.7,607.221,6874.2
SO - 0001057,10-Sep-18,17-Sep-18,23,Export,EUR,GUT930,98,7,12,2224.4,1890.74,26692.8
SO - 0001626,10-Sep-18,24-Sep-18,36,Wholesale,AUD,GUT930,58,3,6,1165.8,734.454,6994.8
SO - 0001796,10-Sep-18,23-Sep-18,13,Wholesale,AUD,GUT930,3,1,9,1721.9,1360.301,15497.1
SO - 0002968,10-Sep-18,24-Sep-18,42,Wholesale,GBP,GUT930,88,7,9,3912.8,3091.112,35215.2
SO - 0003499,10-Sep-18,16-Sep-18,1,Export,AUD,GUT930,92,5,5,1172.5,914.55,5862.5
SO - 0004665,10-Sep-18,16-Sep-18,16,Distributor,USD,GUT930,52,11,9,2680,1688.4,24120
SO - 0006953,10-Sep-18,28-Sep-18,11,Distributor,USD,GUT930,24,9,5,1005,592.95,5025
SO - 0007018,10-Sep-18,24-Sep-18,12,Wholesale,NZD,GUT930,45,12,11,180.9,74.169,1989.9
SO - 0007147,10-Sep-18,21-Sep-18,43,Wholesale,EUR,GUT930,86,11,6,6391.8,4218.588,38350.8
SO - 0007213,10-Sep-18,14-Sep-18,22,Wholesale,AUD,GUT930,90,1,12,844.2,379.89,10130.4
SO - 0007977,10-Sep-18,27-Sep-18,10,Distributor,GBP,GUT930,68,10,10,2854.2,2197.734,28542
SO - 000145,11-Sep-18,22-Sep-18,14,Export,NZD,GUT930,57,11,9,3865.9,2164.904,34793.1
SO - 000475,11-Sep-18,25-Sep-18,49,Wholesale,USD,GUT930,44,13,12,964.8,694.656,11577.6
SO - 000932,11-Sep-18,19-Sep-18,20,Export,NZD,GUT930,66,5,9,247.9,131.387,2231.1
SO - 0002286,11-Sep-18,25-Sep-18,2,Wholesale,NZD,GUT930,16,11,5,221.1,95.073,1105.5
SO - 0003738,11-Sep-18,14-Sep-18,35,Export,NZD,GUT930,15,11,8,3001.6,2341.248,24012.8
SO - 0004236,11-Sep-18,21-Sep-18,50,Wholesale,USD,GUT930,92,10,12,2613,1097.46,31356
SO - 0004356,11-Sep-18,25-Sep-18,20,Distributor,NZD,GUT930,83,7,5,3470.6,2151.772,17353
SO - 0004785,11-Sep-18,16-Sep-18,25,Wholesale,NZD,GUT930,9,11,12,201,90.45,2412
SO - 0005814,11-Sep-18,14-Sep-18,39,Distributor,NZD,GUT930,23,3,9,5226,4442.1,47034
SO - 0007364,11-Sep-18,21-Sep-18,17,Wholesale,USD,GUT930,25,2,8,4006.6,2323.828,32052.8
SO - 000635,12-Sep-18,29-Sep-18,39,Wholesale,NZD,GUT930,35,3,10,1005,703.5,10050
SO - 000909,12-Sep-18,16-Sep-18,22,Wholesale,USD,GUT930,25,1,7,1748.7,1171.629,12240.9
SO - 0003572,12-Sep-18,17-Sep-18,33,Wholesale,NZD,GUT930,84,2,7,180.9,79.596,1266.3
SO - 0005017,12-Sep-18,18-Sep-18,12,Wholesale,AUD,GUT930,42,11,7,1728.6,1400.166,12100.2
SO - 0005505,12-Sep-18,19-Sep-18,46,Wholesale,NZD,GUT930,6,2,6,1802.3,1315.679,10813.8
SO - 0006420,12-Sep-18,20-Sep-18,4,Distributor,EUR,GUT930,68,5,11,1065.3,511.344,11718.3
SO - 0007493,12-Sep-18,26-Sep-18,13,Wholesale,USD,GUT930,13,10,8,2351.7,1293.435,18813.6
SO - 000910,13-Sep-18,23-Sep-18,30,Export,USD,GUT930,4,7,9,1822.4,1202.784,16401.6
SO - 0001979,13-Sep-18,19-Sep-18,7,Distributor,NZD,GUT930,96,9,12,1835.8,1193.27,22029.6
SO - 0003290,13-Sep-18,21-Sep-18,6,Export,EUR,GUT930,93,11,9,1058.6,561.058,9527.4
SO - 0004738,13-Sep-18,1-Oct-18,30,Wholesale,NZD,GUT930,78,1,7,837.5,644.875,5862.5
SO - 0005282,13-Sep-18,18-Sep-18,15,Wholesale,USD,GUT930,15,1,5,5272.9,2267.347,26364.5
SO - 0005617,13-Sep-18,23-Sep-18,31,Wholesale,AUD,GUT930,74,9,8,6157.3,4617.975,49258.4
SO - 0005686,13-Sep-18,25-Sep-18,14,Wholesale,USD,GUT930,50,1,8,3819,2253.21,30552
SO - 0005725,13-Sep-18,19-Sep-18,23,Wholesale,USD,GUT930,61,9,8,857.6,360.192,6860.8
SO - 0006264,13-Sep-18,27-Sep-18,46,Export,USD,GUT930,31,1,9,2425.4,1115.684,21828.6
SO - 0007016,13-Sep-18,18-Sep-18,42,Export,EUR,GUT930,54,8,11,1098.8,813.112,12086.8
SO - 0007544,13-Sep-18,27-Sep-18,39,Wholesale,NZD,GUT930,52,1,8,683.4,444.21,5467.2
SO - 0001655,14-Sep-18,23-Sep-18,10,Distributor,NZD,GUT930,52,1,10,1105.5,563.805,11055
SO - 0003050,14-Sep-18,24-Sep-18,3,Wholesale,EUR,GUT930,92,9,10,227.8,123.012,2278
SO - 0003164,14-Sep-18,1-Oct-18,14,Wholesale,USD,GUT930,97,11,9,884.4,353.76,7959.6
SO - 0004441,14-Sep-18,17-Sep-18,4,Wholesale,NZD,GUT930,74,6,6,1078.7,506.989,6472.2
SO - 0004722,14-Sep-18,17-Sep-18,44,Distributor,NZD,GUT930,58,5,6,1045.2,867.516,6271.2
